RESORT,ORDER_BY,NEXUS_ROOM_TYPE
84227,2,"D,NUP"
97463,1,"K,AUX"
76708,8,"SK,YUT"
44507,4,"SK,NKT"
52025,8,"SK,WMG"
43176,6,"K,KFH"
43176,7,"K,NOH"
41097,2,"K,RLX"
52025,1,"Q,FEX"
38162,4,"QQ,BAM"
03154,6,"K,SJQ"
84215,1,"T,SNN"
83440,4,"K,NXE"
83507,5,"K,SNN"
83507,4,"D,NPB"
83507,6,"KT,SNN"
84215,3,"D,NXE"
84215,5,"D,FVQ"
50144,1,"K,GCL"
48149,3,"Q,HRF"
48149,8,"Q,LWG"
93536,3,"TT,QDC"
93536,2,"Q,QDC"
33155,4,"QQ,IOZ"
33155,1,"DD,IOZ"
66100,4,"QQ,PEH"
48155,5,"K,QMC"
97224,1,"K,YFK"
52025,5,"QQ,FEX"
10389,8,"K,RRP"
52025,2,"K,FEX"
83804,2,"TT,SNN"
52025,3,"QQ,FZX"
52025,6,"SQQ,FEX"
52025,4,"SK,FEZ"
29069,1,"Q,HHR"
52025,7,"SK,FJW"
70253,1,"K,PSN"
70253,2,"K,PSR"
18051,5,"K,BAQ"
85451,1,"Q,WSN"
85451,3,"QT,LAL"
85451,4,"SQT,LCK"
85451,2,"Q,LAL"
93427,2,"Q,CFN"
14132,6,"SK,WEY"
03156,7,"SQ,OCI"
03156,8,"SK,OCI"
05688,6,"WQQ,CQC"
93375,6,"K,ICP"
14181,5,"SQQ,VRN"
61075,9,"QQ,WJH"
05688,7,"WKS,BPL"
33143,2,"K,ZTO"
41104,1,"K,MDG"
84229,13,"SD,QUU"
51071,12,"SK,TQW"
88167,1,"TT,NUM"
42022,1,"QQ,GAE"
39095,2,"K,HNA"
39095,1,"DD,HNA"
50141,8,"SK,HOZ"
52021,4,"WQ,BAM"
50141,6,"K,CQC"
44661,3,"SK,GCL"
44661,5,"SQQ,GCL"
44661,1,"K,GCL"
44661,2,"QQ,DRQ"
48118,1,"K,NCH"
88149,2,"T,JKQ"
88149,3,"TT,JKQ"
84227,4,"TT,SNN"
78537,5,"TT,RSC"
78537,7,"TT,FGY"
48118,4,"K,NMC"
43172,1,"K,MIK"
43172,3,"K,MFB"
43172,6,"K,MFE"
43172,4,"SK,MFJ"
39130,5,"K,GUJ"
44661,4,"QQ,IWF"
05432,2,"K,ZYE"
44604,1,"K,MCI"
36156,2,"QQ,UKA"
36156,1,"K,GOR"
36156,3,"SK,GOR"
36156,4,"SK,IRW"
36156,5,"SK,IRH"
36156,6,"SK,IRL"
48124,2,"K,HCM"
48174,1,"Q,IRG"
48174,2,"K,IRG"
48174,4,"K,ISE"
48174,3,"K,ISY"
48174,7,"QQ,ISE"
48174,5,"QQ,ISY"
50116,2,"K,HRF"
85460,2,"K,WBY"
44562,1,"QQ,HRF"
44562,2,"K,HRF"
44501,3,"K,EYM"
44562,4,"SK,HJN"
39120,1,"K,NIH"
39120,3,"K,AAA"
39120,10,"Q,BAM"
39120,2,"QQ,NIH"
71023,2,"QQ,QSG"
71023,4,"K,QSH"
71023,6,"QQ,URA"
44604,3,"K,BJP"
18089,2,"QQ,OPF"
36154,5,"S24,HAU"
25098,2,"QQ,UKA"
25098,1,"K,UKA"
25098,7,"K,WQX"
25098,8,"QQ,WQX"
97463,3,"S23,XGU"
25098,3,"SK,YQV"
10116,6,"K,OFW"
84232,4,"D,VPC"
68026,2,"QQ,YSQ"
68026,3,"QQ,ZTY"
05577,6,"K,CPL"
84232,5,"AD,BWH"
83352,5,"SD,NSG"
83909,3,"K,NUV"
83909,7,"K,NUP"
88202,1,"TT,UHI"
83909,6,"KT,FYN"
88175,6,"SQ,QZN"
11178,9,"K,JFA"
36171,1,"K,QZM"
06191,6,"SK,ZGS"
93777,6,"K,UQT"
98290,1,"T,QJK"
05362,2,"QQ,BAY"
66117,7,"WQ,BAQ"
05619,1,"QQ,MCI"
03161,1,"K,QJV"
14164,1,"K,EQH"
14164,10,"DD,BJK"
93652,3,"Q,PQW"
05730,9,"WK,POU"
05730,10,"WK,BAM"
93185,6,"QTT,LZG"
19012,12,"SQQ,WYZ"
19012,8,"SQ,KYS"
19012,11,"SK,LWU"
19012,22,"DD,PZT"
19012,20,"Q,MCI"
19012,21,"Q,SHH"
93434,3,"TT,SLY"
43184,6,"WQQ,BAQ"
65009,1,"DD,NCB"
61093,6,"SK,NCM"
23159,1,"K,HNA"
23159,3,"K,JTH"
78690,4,"K,DUX"
83674,3,"D,RNB"
23159,4,"SK,JTH"
38118,5,"SK,AMQ"
91088,2,"TT,RJH"
95278,2,"TT,AAD"
03125,3,"QQ,GTY"
05575,5,"K,CQC"
93588,1,"Q,LLW"
38118,6,"SK,AMT"
93588,5,"Q,HVP"
37078,2,"QQ,VBB"
05473,3,"Q,TZG"
37078,1,"K,VBB"
37078,3,"SK,VBE"
44657,10,"Q,BAM"
37078,4,"SQQ,VBE"
10365,2,"QQ,FUA"
37137,2,"K,WNT"
83773,6,"DTT,FYN"
11220,1,"K,XGL"
11220,2,"DD,XGL"
11220,4,"WK,BAM"
19012,17,"QQ,KBX"
11220,5,"WK,BAQ"
22050,3,"QQ,RYH"
44518,1,"K,FJT"
98365,5,"K,THW"
29071,6,"KK,SDB"
21009,4,"DD,SXO"
21009,2,"Q,SXO"
21009,13,"D,WZE"
21009,12,"D,WZF"
90935,2,"K,YTZ"
21009,5,"DD,WZG"
66113,5,"Q,YVJ"
83373,4,"DTT,FYN"
83812,4,"SD,NSG"
95276,4,"Q,SNO"
62027,13,"SQ,WCT"
62027,5,"Q,WEW"
93685,4,"K,KGP"
93685,6,"SQ,KGQ"
93824,8,"SK,KHK"
99103,9,"S33,ZBZ"
95484,1,"Q,KXK"
93736,3,"K,KXT"
62027,14,"SK,XKQ"
95430,1,"T,BTX"
66058,6,"SK,YTN"
19012,23,"DD,PZU"
62501,1,"Q,GMJ"
62501,6,"QQ,GMJ"
62501,8,"SK,HXC"
62501,7,"SK,GMJ"
62501,4,"K,XAV"
62501,3,"Q,XAV"
62501,2,"Q,NYO"
95430,3,"D,HEG"
95430,4,"D,SNY"
95430,5,"D,AON"
05683,1,"K,PYC"
95178,4,"D,WKD"
89144,1,"TT,MJR"
88207,3,"TT,IJF"
76421,3,"K,PIV"
97103,1,"Q,DNF"
97103,2,"Q,DGG"
36168,2,"K,OAQ"
98248,2,"TT,YCI"
07025,5,"SQQ,NVP"
17129,3,"K,LFD"
78013,3,"D,YBT"
97360,1,"SQ,OWG"
97360,2,"SQ,MVT"
66113,6,"QQ,YVJ"
44679,6,"SK,IJT"
66113,7,"K,YVK"
98347,1,"K,YOZ"
97299,4,"QTT,IOO"
14195,1,"QQ,BBM"
05571,2,"K,UWI"
44439,8,"SK,YAC"
95408,1,"T,DTB"
37094,7,"QQQ,MAQ"
99810,5,"D,JMG"
16083,2,"K,ZRT"
16083,3,"QQ,ZRU"
78528,5,"TT,QVY"
93736,1,"K,KXV"
78528,6,"TT,RTR"
78528,3,"D,QVE"
78528,4,"D,RTR"
93800,3,"Q,KZD"
98213,6,"SK,EJD"
93522,4,"K,AJU"
39141,5,"SK,LHV"
78528,1,"T,RTV"
78528,2,"T,RTZ"
93804,5,"Q,MPL"
93804,6,"TT,MPL"
93804,7,"Q,MPQ"
89620,1,"TT,MNA"
89620,3,"DD,MNP"
41087,3,"K,HNA"
41106,1,"QQ,NBP"
31029,6,"Q,DGQ"
93750,1,"Q,RNB"
99033,1,"K,EMR"
93677,4,"Q,WVM"
93862,3,"K,ICO"
93861,3,"Q,PHA"
54053,8,"WK,IBH"
48050,8,"DD,BAM"
48050,9,"Q,BAQ"
10405,8,"SK,FBV"
10405,6,"K,ABW"
23093,4,"SQQ,GNC"
10405,9,"SK,ACJ"
43178,2,"K,GED"
33158,4,"K,RLO"
48171,14,"Q,MUP"
33158,7,"K,CQC"
34084,3,"QQ,OIP"
48154,7,"WSK,UZB"
38113,6,"QQ,PIT"
16108,5,"SK,LLK"
05683,9,"SDD,BAQ"
44729,1,"QQ,ONA"
44730,7,"WQQ,BAQ"
48175,3,"SK,RLX"
75407,3,"Q,XEC"
44309,4,"K,GCN"
05370,1,"K,PFJ"
05370,9,"K,SCE"
45088,3,"K,JEO"
93863,4,"TT,TML"
05370,4,"DD,PFK"
08010,1,"K,ANI"
48171,4,"SK,YWL"
48171,9,"SK,JWU"
48171,8,"SK,YSC"
34084,4,"K,OIP"
48171,11,"SKQ,FDW"
48171,10,"SKQ,DYP"
10407,27,"K,CNT"
56103,4,"SK,QUU"
98033,5,"Q,SJU"
77722,4,"SK,IHW"
44369,5,"DD,BJP"
61061,5,"K,NJN"
67026,6,"SQ,WSC"
67026,8,"SK,WSD"
13055,6,"SKQ,XGJ"
61061,11,"Q,DVF"
61061,14,"SK,QKU"
36095,4,"QQ,SHH"
98276,1,"T,QRT"
66125,3,"K,EBP"
38100,8,"SKD,EAQ"
66125,1,"DD,EBC"
95442,4,"D,XCB"
08010,2,"QQ,ANI"
70146,13,"K,XNE"
70146,14,"DT,XNE"
47122,2,"SDD,TGO"
47122,3,"SK,TGR"
47122,6,"SDD,TGR"
47122,4,"SK,UXJ"
45092,7,"WQS,IPL"
44369,6,"SK,UCL"
97103,4,"QT,DGG"
39102,11,"K,OCI"
39102,5,"K,HWI"
39102,7,"DD,BAQ"
06114,6,"K,YUO"
06114,5,"QQ,YUO"
08010,5,"QQ,CPL"
66125,4,"Q,EBJ"
41102,1,"DD,WQB"
66125,7,"SQ,EIT"
90919,2,"QT,VKN"
97419,2,"K,QGP"
50140,1,"QQ,UKA"
97329,4,"QT,XBK"
47117,2,"SK,SNR"
66125,8,"SK,EEE"
98282,5,"QTT,FHU"
51048,6,"QQ,BJK"
31067,7,"SK,JUF"
19120,6,"SK,ESC"
10222,4,"K,BPO"
10206,1,"QQ,NRM"
10206,2,"K,NRM"
24141,3,"K,CGR"
24141,2,"SK,STO"
48171,1,"Q,XYG"
48171,3,"QQ,XYG"
48171,7,"Q,BXZ"
56018,1,"TT,CSM"
06163,13,"Q,YFW"
06163,2,"QQ,HRF"
06163,1,"K,HRF"
90919,1,"Q,ZME"
90919,3,"K,ZME"
16032,5,"K,UYE"
56018,6,"TT,LYK"
66087,2,"K,YFV"
70146,12,"K,DOQ"
47117,7,"Q,LBE"
83242,1,"T,SNN"
37123,1,"K,ONA"
01063,3,"DD,SHH"
70099,4,"SK,UXR"
78658,1,"Q,CVU"
98359,3,"K,WLE"
34146,2,"DD,HCM"
95344,1,"T,AXU"
95314,1,"Q,BIP"
98150,1,"T,QJK"
93603,2,"TT,RNB"
19105,1,"K,GDC"
19105,2,"QQ,GDC"
97402,5,"KTT,HJT"
05570,2,"Q,PRN"
91088,1,"TT,RJD"
18107,5,"K,XFI"
18107,6,"SK,UNR"
18107,7,"SQQ,ITV"
18107,11,"QQ,BJP"
28075,3,"SQQ,PBW"
06163,4,"KK,HRF"
28075,11,"WSK,GUJ"
06163,8,"SK,YLQ"
90543,2,"K,LEE"
19073,5,"K,BAQ"
19073,10,"K,BJK"
05201,8,"Q,MIJ"
15077,3,"SK,EMK"
93556,6,"Q,GVV"
93556,8,"Q,GWH"
93654,4,"TTT,AKH"
78031,1,"K,HPC"
48181,6,"WQQ,CNC"
78683,8,"TT,EHU"
44501,1,"K,OZN"
84229,12,"TT,SNN"
84229,6,"K,ADO"
41104,2,"QQ,MDG"
99702,11,"K,NKX"
50122,4,"QQ,SDB"
48175,6,"SQQ,RLX"
44446,9,"QQ,BAQ"
95178,2,"D,WJU"
19105,6,"K,BAM"
19105,7,"QQ,BAQ"
47136,10,"D,BAQ"
18107,2,"QQ,PAI"
47120,3,"DD,QCG"
28075,9,"SQQ,ZBO"
70264,5,"QQ,SFL"
70264,1,"QQ,UHI"
36106,3,"SQQ,PTT"
70264,3,"QQ,RZZ"
93552,1,"D,CLA"
36140,7,"QQ,YAD"
95482,2,"D,PHK"
83974,4,"K,DWZ"
83974,2,"K,NUP"
05683,4,"QQ,HIN"
05683,5,"SK,LTP"
54049,3,"QQ,LWT"
18110,3,"K,USN"
37123,6,"K,BJP"
37123,7,"QQ,BJP"
01126,2,"K,USN"
78013,5,"D,YMG"
76413,2,"TT,WSM"
46015,7,"DD,AAT"
11101,1,"QQ,HNA"
93571,2,"TT,CLA"
06185,10,"QQ,ZFA"
36157,4,"QQ,DRB"
45082,8,"WKS,AEG"
47120,2,"K,QCG"
95330,2,"Q,SCX"
61072,6,"QQ,BXR"
20015,7,"QQ,TOL"
56012,1,"K,EXO"
56012,2,"T,EXO"
56012,3,"TT,EXO"
23169,2,"K,QCH"
93516,2,"K,PHA"
44499,1,"QQ,ALX"
56012,4,"K,WTG"
95486,1,"TT,WJU"
95486,4,"K,BYD"
93734,2,"K,HIH"
25067,6,"K,BAQ"
25067,8,"Q,BAQ"
25067,7,"Q,BAM"
52021,1,"Q,LLV"
43183,1,"QQ,XGL"
34071,6,"K,BAM"
32095,8,"QQ,CIC"
61072,2,"QQ,FTV"
61072,1,"QQ,GDC"
43183,3,"SK,CYU"
44696,9,"K,GZY"
44510,7,"K,BJP"
44510,8,"QQ,BJP"
44282,5,"K,CNC"
61072,7,"SQ,DML"
01064,2,"K,NIH"
42046,10,"Q,SDB"
44479,3,"SDD,NHD"
93364,4,"SKD,SEG"
05432,1,"QQ,ZYE"
05432,5,"Q,ZYE"
36139,4,"SK,NLQ"
02008,3,"QQ,MCI"
02008,1,"QQ,DIA"
50115,2,"SK,MPC"
50115,1,"SQ,MPC"
48148,6,"Q,VXX"
48148,10,"QQ,BNR"
48148,5,"Q,VIV"
44391,8,"QQ,BJP"
48148,11,"SQQ,VIX"
36139,6,"K,BJP"
93752,7,"SK,PTY"
39130,2,"K,YJB"
93598,4,"TT,SSU"
27076,3,"K,CGY"
22055,2,"K,CXK"
22055,3,"DD,WNC"
27076,5,"K,HCM"
22055,4,"K,ZDV"
27076,9,"K,BAM"
27076,4,"SK,PAP"
27076,7,"SK,EXX"
22055,1,"K,WNC"
22055,6,"K,ZDW"
05641,3,"DD,FED"
33149,7,"QQ,BAQ"
05641,1,"K,FED"
83708,1,"D,SNN"
83708,2,"TT,SNN"
06001,1,"QQ,GDC"
62128,7,"K,MDK"
15108,5,"QQ,BJP"
34112,3,"SK,VSL"
98139,1,"Q,XXX"
62128,6,"QQ,YXK"
05370,2,"DD,PFJ"
32038,9,"QQ,SJV"
46015,6,"WK,ADZ"
56008,3,"K,EVU"
93851,1,"Q,AKM"
27076,6,"K,CIK"
05360,4,"Q,BAQ"
05641,6,"DD,VZF"
61061,6,"QQ,OIA"
67026,5,"K,WSA"
61061,1,"Q,DSE"
61061,2,"QQ,HTV"
61061,4,"K,QKO"
47120,1,"DD,CHT"
83750,2,"TT,SNN"
83070,1,"D,NMN"
83070,2,"TT,NMN"
84226,1,"D,GLI"
84226,3,"TT,WNR"
56018,2,"TT,JJJ"
05641,5,"DD,VZS"
05641,2,"K,VZS"
39106,1,"DD,HNA"
56018,3,"Q,CSM"
56018,4,"TT,VWG"
56018,5,"K,DLU"
93864,1,"T,AKM"
93864,2,"Q,CMU"
93864,3,"Q,ALZ"
93864,4,"Q,GAK"
05557,5,"QQ,HCM"
93864,5,"TT,EXN"
93864,6,"DTT,LNA"
55046,5,"WQQ,BPO"
98379,5,"QT,CMU"
98379,7,"SKQ,FCZ"
05557,9,"SK,WAO"
16103,4,"K,VAP"
99811,11,"TT,YUH"
05715,7,"SQQ,OCI"
61005,9,"D,LJC"
61061,7,"Q,QKS"
95440,2,"D,QEE"
02018,8,"Q,BJP"
02018,9,"QQ,BJP"
96092,1,"K,FEC"
45060,3,"K,IYB"
14211,4,"K,RMU"
84226,5,"TT,AWN"
99507,3,"D,AAR"
99507,5,"K,AAR"
84226,7,"SK,AWT"
78665,2,"K,IMX"
84226,8,"SK,NSG"
44392,7,"K,EIW"
34163,7,"K,AMU"
88193,4,"TT,LSJ"
39023,6,"SK,NII"
43070,3,"K,CRA"
43070,4,"QQ,CRA"
78013,1,"D,SOC"
44439,6,"K,XYM"
05533,2,"K,HDN"
05533,4,"K,HJN"
06170,1,"K,NIH"
06170,2,"QQ,NIH"
10280,3,"SQQ,FXL"
95504,1,"T,NIM"
95504,2,"Q,NIM"
95504,3,"Q,QLB"
95504,4,"K,DQB"
88148,2,"TT,TCG"
05423,2,"QQ,DVT"
10385,1,"DD,HRF"
27059,10,"QQ,VBZ"
10385,2,"K,GNZ"
44184,1,"K,NIH"
39102,4,"DD,HPO"
56015,2,"D,JJJ"
44556,4,"QQ,HCM"
44184,3,"QQ,NIH"
44184,4,"QQ,SHH"
33029,5,"KD,YTW"
44556,6,"K,HCG"
56015,4,"K,JJZ"
44556,5,"QQ,HCG"
33029,9,"D,CPL"
48148,1,"QQ,NMF"
48148,14,"QQ,SMC"
48148,3,"SQQ,VXK"
83668,2,"DT,SNN"
10280,6,"SK,FXL"
10280,7,"DD,CQC"
34084,2,"Q,OIP"
76564,8,"K,OTP"
44728,6,"WS2,ETO"
50122,2,"K,NRM"
32110,3,"SDD,UJO"
36140,2,"K,WWN"
95516,1,"T,CFM"
95516,2,"D,SUP"
49030,2,"K,HEM"
61066,2,"K,GHM"
44599,1,"K,NIH"
61066,1,"QQ,GHM"
91209,1,"T,BRZ"
91209,6,"Q,KAR"
44044,5,"QQ,NTI"
44044,3,"K,NTI"
21057,8,"K,BAM"
21057,9,"QQ,BAQ"
48147,7,"K,BAM"
48179,4,"SK,PSC"
83691,4,"D,NUP"
78537,6,"TT,CRA"
66088,2,"QQ,EAE"
13057,4,"QQ,GME"
83674,2,"TT,SNN"
66015,2,"QQ,LCP"
83674,1,"D,SNN"
34108,12,"K,MCX"
33097,2,"DD,GWY"
39130,1,"QQ,YJB"
88167,2,"D,NUQ"
32110,2,"K,UKA"
46015,5,"K,AAT"
10206,4,"K,PMN"
10206,5,"SQQ,GQM"
44728,5,"WSK,ETO"
44507,8,"SK,BJP"
33144,10,"K,UXO"
18058,5,"QQ,BAQ"
44608,4,"DD,SHH"
05431,2,"K,NIH"
26153,5,"K,MVV"
44595,2,"K,MCI"
33107,5,"DD,ZSF"
83705,6,"DD,EPT"
46001,5,"SK,EMK"
44697,4,"K,TAE"
13047,5,"QQ,ZJO"
06184,1,"QQ,BBM"
03161,6,"WK,BAM"
61035,7,"QQ,VVQ"
44602,2,"K,DIH"
84238,2,"D,CYR"
84238,3,"TT,CYR"
61079,5,"K,CKU"
48176,5,"K,DZY"
48176,7,"QQ,EFY"
84238,4,"K,NUP"
84238,5,"SK,QUU"
54047,12,"K,ZXX"
27064,1,"QQ,BQJ"
03126,5,"QQ,BAG"
93774,4,"QTT,OZM"
26153,2,"Q,MVV"
83481,7,"DTT,SNN"
27071,3,"K,XRA"
27071,8,"SQQ,FRL"
13050,1,"K,VMF"
13050,2,"SQ,VMF"
19072,5,"K,REA"
11133,4,"QQ,HDN"
11133,10,"QQ,BAM"
13032,1,"Q,HNA"
13032,7,"SQQ,OHC"
13032,5,"QQ,HPO"
83646,7,"D,WEL"
83646,9,"D,NPB"
25103,3,"SK,HUQ"
44479,5,"K,BAM"
47139,1,"QQ,DCA"
39088,3,"K,HDP"
98315,2,"Q,CLA"
44717,2,"K,GNC"
47139,6,"Q,BAQ"
44717,4,"Q,GNC"
44717,6,"WK,CNC"
44717,7,"WK,BAQ"
05353,3,"SQQ,BNV"
84231,4,"DT,SNN"
45081,4,"MU,NIR"
66055,12,"Q,CXZ"
54049,4,"WK,CNC"
13032,8,"SQ,HSL"
17115,2,"K,LGR"
38113,10,"Q,BAM"
38161,7,"Q,FLA"
93394,5,"QTT,OZM"
29083,8,"K,BAQ"
26065,8,"K,JTD"
88223,6,"SK,XVX"
18085,2,"QQ,TIB"
78656,8,"SK,AJE"
31012,7,"DD,BJP"
44286,9,"SQQ,NYB"
66058,5,"SK,RSG"
13051,5,"K,GSO"
19072,4,"QQ,MIG"
19072,2,"QQ,MPC"
19072,1,"K,RAM"
44717,8,"WQQ,BAQ"
83943,7,"TT,FVQ"
44472,1,"K,QPU"
46013,2,"DD,SBN"
88134,5,"TT,RSS"
93485,4,"T,SVF"
98025,1,"T,CLA"
02012,5,"Q,XIN"
48083,1,"Q,XYG"
83547,4,"DD,NXE"
44722,1,"QQ,ZGX"
98352,4,"Q,NXY"
98352,1,"T,CSX"
25072,3,"SK,DUP"
05371,3,"QQ,HRF"
05371,4,"K,YRD"
47132,1,"K,BYC"
44722,2,"K,ZGX"
98073,5,"K,ZLB"
48176,11,"SKK,EIT"
14152,5,"Q,BAQ"
06183,8,"QQ,BAQ"
27064,2,"K,BQO"
95180,2,"D,BJM"
06186,9,"WQS,GUJ"
42022,5,"QQ,SHV"
13047,3,"QQ,ZJQ"
13051,6,"QQ,RZJ"
13059,4,"K,HJN"
44695,6,"K,BJP"
13059,1,"K,NIH"
13059,3,"K,NVH"
13059,5,"QQ,IQH"
13059,2,"QQ,NIH"
67020,6,"K,ZEZ"
52021,2,"SQ,VCI"
05705,3,"SK,SKX"
05705,5,"SQQ,SWX"
93522,1,"T,AJQ"
92647,2,"TT,AMO"
13047,4,"QQ,ZJR"
13047,10,"QQ,ZJS"
13047,8,"K,ZJT"
13047,9,"K,ZJU"
13047,12,"SK,ZJV"
44607,3,"SK,HSL"
18085,6,"SK,JXD"
05551,2,"QQ,AGX"
44599,3,"SK,DHL"
39036,1,"QQ,YXT"
38163,5,"DDD,UKA"
45061,5,"SK,ZCE"
31029,1,"Q,DQI"
35039,11,"WK,CQC"
88223,4,"K,KLS"
14199,2,"QQ,IJU"
13055,5,"SKQ,XDV"
44697,10,"K,TEW"
98241,1,"T,QRT"
25072,5,"K,DUZ"
25072,1,"SK,DUW"
95290,2,"TT,AQD"
93540,2,"TT,TRO"
25072,6,"K,DVI"
93768,4,"QTT,UHU"
39105,8,"Q,HCH"
98103,7,"QQ,VHZ"
77706,1,"D,KXP"
39105,7,"QQ,PUR"
93836,2,"K,GAS"
98025,4,"Q,KXO"
92734,4,"K,NUP"
89502,8,"T,RUU"
41101,3,"QQ,SGW"
48169,10,"K,SFY"
47132,2,"DD,BYC"
76420,3,"SK,ARI"
48176,8,"K,EIE"
31067,4,"DD,RCE"
84220,1,"D,SNN"
15068,1,"K,HNA"
15068,2,"K,JRE"
47134,7,"D,GNC"
47134,6,"K,RUT"
93813,8,"QT,SYN"
48168,1,"Q,QGA"
48168,4,"QQ,GDW"
44298,7,"QQ,BAQ"
44298,4,"K,UDT"
45061,4,"SQQ,ZDU"
13005,5,"SQQ,RKC"
93620,2,"Q,EXE"
44650,6,"QQ,KQW"
88166,6,"SK,QWL"
99702,16,"K,RMM"
99702,12,"TT,NKX"
93170,5,"QT,PSX"
93449,1,"D,JVS"
05612,1,"K,NIH"
95091,1,"T,JBX"
95091,2,"D,JBY"
78001,5,"DT,YOD"
38125,1,"K,HNB"
92647,9,"K,AMP"
38125,3,"SK,BJH"
26079,4,"SK,OFR"
92647,3,"TT,AMM"
33144,11,"SK,FAR"
95091,7,"D,JCO"
41067,6,"K,BAM"
92647,4,"Q,AMM"
92647,8,"K,CNC"
61061,3,"QQ,QKR"
19120,4,"QQ,EQS"
84220,2,"TT,SNN"
23098,7,"QQ,LSZ"
23098,8,"SQQ,LSZ"
23098,5,"K,JLL"
23098,6,"K,LSZ"
84220,3,"D,NXE"
84220,4,"T,SNN"
84220,5,"SK,NSG"
83481,9,"TT,YGZ"
44473,1,"K,NIH"
84220,6,"DTT,FYN"
93160,2,"Q,GDB"
18103,1,"K,HNA"
18103,2,"K,WRH"
05621,4,"QQ,NMF"
05621,3,"K,NMF"
05621,2,"Q,NMC"
05621,5,"K,NMC"
05621,1,"Q,NMF"
23098,3,"K,JEZ"
19120,1,"Q,EQS"
11224,1,"QQ,XXG"
45028,2,"QQ,BEJ"
45028,1,"K,BEJ"
18103,3,"QQ,HNA"
97121,1,"Q,NYD"
18068,1,"K,SHH"
18068,2,"K,NIH"
33147,3,"Q,NKW"
18068,5,"K,XJQ"
44688,3,"QQ,GED"
36151,4,"SK,GXW"
62104,7,"K,PES"
54053,5,"QQ,OJU"
93498,2,"K,NYQ"
78030,7,"SK,JBL"
54053,2,"QQ,OJV"
05575,1,"K,NHD"
05575,2,"QQ,NHD"
44688,1,"SK,RLX"
44688,2,"SQQ,RLX"
93212,4,"Q,LAV"
93863,5,"SK,XPV"
55015,4,"Q,BPO"
55015,5,"Q,GZK"
36171,8,"SK,UVU"
29047,3,"QQ,ABA"
38109,1,"K,MCI"
63011,2,"K,NIH"
18099,4,"SK,HNS"
62067,3,"K,CJK"
99525,11,"TT,CVU"
41087,9,"DD,OCI"
44595,1,"QQ,MCI"
01120,3,"SK,XMT"
83482,1,"D,SNN"
90902,2,"QT,NDX"
54053,3,"K,OKQ"
39102,10,"DD,BAM"
44433,6,"SK,LNO"
44433,1,"K,XOY"
23154,14,"SK,DEV"
23154,13,"KD,ELI"
04098,2,"K,HCM"
83482,2,"TT,SNN"
04098,3,"K,WAG"
97456,5,"SQ,XHL"
66125,5,"Q,EBR"
32095,2,"K,HNA"
90503,7,"AK,SNX"
16099,2,"K,PIF"
44433,2,"QQ,NIH"
44433,3,"K,XOU"
44433,4,"QQ,SHH"
44433,7,"SK,UXJ"
66125,14,"SK,ECP"
37096,3,"SK,KHP"
05466,1,"K,MCI"
05466,2,"QQ,MCI"
14219,2,"K,RSY"
36146,2,"K,ZXL"
14120,4,"Q,LMN"
14120,3,"DD,HWS"
88060,1,"T,TCG"
05466,3,"DD,MCI"
43166,3,"SQ,WZT"
33143,3,"DD,CXV"
44503,3,"S23,AVU"
88169,2,"TT,SBB"
10306,2,"K,HCM"
31012,3,"DD,ZWY"
10096,1,"QQ,MEC"
44576,5,"SK,EGM"
16071,9,"Q,CQC"
34053,5,"DD,IIS"
30025,4,"K,PTA"
10096,2,"K,MEC"
10096,3,"QQ,MEG"
93792,6,"K,VBD"
88126,1,"T,NSM"
88126,3,"TT,NSM"
05691,8,"SK,ZRS"
95371,2,"T,BCH"
45096,1,"QQ,VGZ"
23167,9,"K,BAQ"
34143,1,"SK,TNT"
88145,3,"TT,FWR"
38166,8,"K,CNC"
43173,6,"K,BAQ"
10368,3,"QQ,MCI"
44443,9,"SK,OGV"
96079,3,"TT,SPZ"
96079,7,"T,SXN"
99525,13,"DT,AGL"
98316,5,"SK,BSM"
04111,1,"QQ,IYB"
04111,2,"K,IYB"
14172,9,"K,BAQ"
78013,2,"TT,SOC"
04111,3,"K,IYC"
38160,1,"QQ,NIH"
04111,4,"SK,IYD"
98379,1,"T,YOT"
92922,4,"Q,NNK"
33156,4,"SQQ,XUK"
43166,4,"SQ,VHT"
90503,8,"A23,FVU"
54038,3,"SKK,XHK"
44747,4,"SQQ,QJV"
38137,3,"K,AKF"
43183,4,"QQ,BAG"
83884,3,"D,WNR"
88072,1,"T,NSM"
88072,2,"TT,NSM"
93394,2,"Q,WVM"
98351,3,"K,FRU"
04117,2,"K,OAQ"
05712,8,"WK,BAM"
34140,2,"QQ,AOA"
95363,2,"D,BJM"
34140,4,"K,IKD"
95518,1,"T,GTJ"
34140,3,"K,IKG"
78537,2,"D,MXW"
05230,4,"K,BAQ"
88202,2,"K,UHI"
93281,1,"D,SNN"
05353,4,"WK,BAM"
97412,6,"A14,PHU"
41067,2,"Q,ZQX"
41067,4,"SK,SNR"
47144,1,"QQ,GJQ"
37137,5,"WQQ,CQC"
05085,7,"S22,SJC"
18112,1,"K,WYU"
95503,3,"TT,CSX"
76565,6,"K,FJG"
76565,4,"K,JKQ"
50146,6,"SK,ZNG"
44603,1,"K,HSL"
31029,8,"K,EFC"
16099,1,"QQ,NIH"
44603,2,"QQ,MCI"
33149,5,"SK,EAZ"
44603,6,"SK,BNA"
44603,5,"SK,HSL"
